#       omega [a.u.]         Energy [eV]       Real pol. 1 1       Imag pol. 1 1
     0.11028450E+002     0.30009940E+003    -0.89956123E+000     0.44543055E-002
     0.11036046E+002     0.30030608E+003    -0.90341851E+000     0.13525175E+000
     0.11043641E+002     0.30051276E+003    -0.11584428E+001     0.19952370E+000
     0.11051237E+002     0.30071944E+003    -0.11504307E+001     0.63427512E-001
     0.11058832E+002     0.30092612E+003    -0.11190640E+001     0.37827915E-001
     0.11066427E+002     0.30113280E+003    -0.10980844E+001     0.31943034E-001
     0.11074023E+002     0.30133948E+003    -0.10767287E+001     0.34707983E-001
     0.11081618E+002     0.30154616E+003    -0.10435633E+001     0.54805365E-001
     0.11089213E+002     0.30175284E+003    -0.10011689E+001     0.16896318E+000
     0.11096809E+002     0.30195952E+003    -0.12908907E+001     0.21654536E+000
     0.11104404E+002     0.30216620E+003    -0.12848629E+001     0.44967740E-001
     0.11111999E+002     0.30237288E+003    -0.12593666E+001    -0.43935765E-001
     0.11119595E+002     0.30257956E+003    -0.11430230E+001    -0.37195309E-001
     0.11127190E+002     0.30278624E+003    -0.11533385E+001     0.49654541E-003
     0.11134785E+002     0.30299292E+003    -0.11641470E+001     0.60026779E-002
     0.11142381E+002     0.30319960E+003    -0.11722214E+001     0.65911216E-002
     0.11149976E+002     0.30340628E+003    -0.11798872E+001     0.60818431E-002
     0.11157571E+002     0.30361296E+003    -0.11879687E+001     0.52318774E-002
     0.11165167E+002     0.30381964E+003    -0.11967753E+001     0.42495154E-002
     0.11172762E+002     0.30402632E+003    -0.12064750E+001     0.31988434E-002
     0.11180357E+002     0.30423300E+003    -0.12171865E+001     0.20821242E-002
     0.11187953E+002     0.30443968E+003    -0.12289905E+001     0.89018543E-003
     0.11195548E+002     0.30464636E+003    -0.12419831E+001    -0.35133137E-003
     0.11203144E+002     0.30485304E+003    -0.12562225E+001    -0.16220907E-002
     0.11210739E+002     0.30505972E+003    -0.12715586E+001    -0.27107129E-002
     0.11218334E+002     0.30526640E+003    -0.12872607E+001    -0.26242244E-002
     0.11225930E+002     0.30547308E+003    -0.13004673E+001     0.38408710E-002
     0.11233525E+002     0.30567976E+003    -0.13093268E+001     0.56161941E-001
     0.11241120E+002     0.30588644E+003    -0.16510147E+001     0.18572189E+000
     0.11248716E+002     0.30609312E+003    -0.17306746E+001    -0.56809666E+000
     0.11256311E+002     0.30629980E+003    -0.10301949E+001    -0.29756688E+000
     0.11263906E+002     0.30650648E+003    -0.11473131E+001    -0.66176100E-001
     0.11271502E+002     0.30671316E+003    -0.12083939E+001    -0.56610900E-002
     0.11279097E+002     0.30691984E+003    -0.12045469E+001     0.57139810E-001
     0.11286692E+002     0.30712652E+003    -0.11102197E+001     0.27433100E+000
     0.11294288E+002     0.30733320E+003    -0.16506062E+001     0.11326641E+001
     0.11301883E+002     0.30753988E+003    -0.25078650E+001     0.29116572E+000
     0.11309478E+002     0.30774656E+003    -0.25013025E+001    -0.36918170E-001
     0.11317074E+002     0.30795324E+003    -0.26948471E+001    -0.20256601E+000
     0.11324669E+002     0.30815992E+003    -0.31439470E+001    -0.46094134E+000
     0.11332265E+002     0.30836660E+003    -0.40747108E+001    -0.12244235E+001
     0.11339860E+002     0.30857328E+003    -0.49315511E+001    -0.50628752E+001
     0.11347455E+002     0.30877996E+003     0.26707134E+001    -0.46100049E+001
     0.11355051E+002     0.30898664E+003     0.16004705E+001    -0.11453534E+001
     0.11362646E+002     0.30919332E+003     0.68053891E+000    -0.45294929E+000
     0.11370241E+002     0.30940000E+003     0.19690910E+000    -0.23147065E+000
     0.11377837E+002     0.30960668E+003    -0.91421576E-001    -0.12278327E+000
     0.11385432E+002     0.30981336E+003    -0.31268268E+000    -0.78429253E-001
     0.11393027E+002     0.31002004E+003    -0.44596426E+000    -0.63260265E-001
     0.11400623E+002     0.31022672E+003    -0.54650984E+000    -0.48549935E-001
     0.11408218E+002     0.31043340E+003    -0.62670447E+000    -0.38027797E-001
     0.11415813E+002     0.31064008E+003    -0.69256740E+000    -0.30605204E-001
     0.11423409E+002     0.31084676E+003    -0.74808614E+000    -0.25332713E-001
     0.11431004E+002     0.31105344E+003    -0.79606123E+000    -0.21803286E-001
     0.11438599E+002     0.31126012E+003    -0.83884628E+000    -0.20857570E-001
     0.11446195E+002     0.31146680E+003    -0.87960145E+000    -0.30217496E-001
     0.11453790E+002     0.31167348E+003    -0.88428729E+000    -0.11378911E+000
     0.11461385E+002     0.31188016E+003    -0.61265380E+000     0.10237314E-001
     0.11468981E+002     0.31208684E+003    -0.52079525E+000     0.55905231E+000
     0.11476576E+002     0.31229352E+003    -0.18500361E+001     0.86368391E+000
     0.11484172E+002     0.31250020E+003    -0.19682291E+001     0.90624572E-001
     0.11491767E+002     0.31270688E+003    -0.20950203E+001    -0.20099692E+000
     0.11499362E+002     0.31291356E+003    -0.25348226E+001    -0.87232591E+000
     0.11506958E+002     0.31312024E+003    -0.93052303E+000    -0.29559444E+001
     0.11514553E+002     0.31332692E+003     0.22056240E+000    -0.80391196E+000
     0.11522148E+002     0.31353360E+003    -0.25169568E+000    -0.25986014E+000
     0.11529744E+002     0.31374028E+003    -0.49954933E+000    -0.12125304E+000
     0.11537339E+002     0.31394696E+003    -0.64199282E+000    -0.68790806E-001
     0.11544934E+002     0.31415364E+003    -0.73424342E+000    -0.43882434E-001
     0.11552530E+002     0.31436032E+003    -0.79958915E+000    -0.30110644E-001
     0.11560125E+002     0.31456700E+003    -0.84883829E+000    -0.21576088E-001
     0.11567720E+002     0.31477368E+003    -0.88750246E+000    -0.15784138E-001
     0.11575316E+002     0.31498036E+003    -0.91851093E+000    -0.11645774E-001
     0.11582911E+002     0.31518704E+003    -0.94233202E+000    -0.84434888E-002
     0.11590506E+002     0.31539372E+003    -0.96135683E+000    -0.47586087E-002
     0.11598102E+002     0.31560040E+003    -0.97529931E+000    -0.49144163E-002
     0.11605697E+002     0.31580708E+003    -0.96038790E+000    -0.25361359E-001
     0.11613293E+002     0.31601376E+003    -0.90263437E+000     0.23716027E-001
     0.11620888E+002     0.31622044E+003    -0.83746642E+000     0.93343682E-001
     0.11628483E+002     0.31642712E+003    -0.67467464E+000     0.32852913E+000
     0.11636079E+002     0.31663380E+003    -0.12226703E+001     0.12088365E+001
     0.11643674E+002     0.31684048E+003    -0.18569762E+001     0.34586559E+000
     0.11651269E+002     0.31704716E+003    -0.16911301E+001     0.95360901E-001
     0.11658865E+002     0.31725384E+003    -0.16245391E+001     0.32008133E-001
     0.11666460E+002     0.31746052E+003    -0.16094090E+001     0.63254288E-002
     0.11674055E+002     0.31766720E+003    -0.16217350E+001    -0.82866555E-002
     0.11681651E+002     0.31787388E+003    -0.16528666E+001    -0.19377949E-001
     0.11689246E+002     0.31808056E+003    -0.17004990E+001    -0.30136200E-001
     0.11696841E+002     0.31828724E+003    -0.17660305E+001    -0.42841201E-001
     0.11704437E+002     0.31849392E+003    -0.18543932E+001    -0.60308031E-001
     0.11712032E+002     0.31870060E+003    -0.19760059E+001    -0.87684130E-001
     0.11719627E+002     0.31890728E+003    -0.21523823E+001    -0.13725055E+000
     0.11727223E+002     0.31911396E+003    -0.24320284E+001    -0.24624997E+000
     0.11734818E+002     0.31932064E+003    -0.29352147E+001    -0.57304211E+000
     0.11742414E+002     0.31952732E+003    -0.36205792E+001    -0.21698275E+001
     0.11750009E+002     0.31973400E+003     0.55196558E-001    -0.29150169E+001
     0.11757604E+002     0.31994068E+003    -0.23947532E+000    -0.80188943E+000
     0.11765200E+002     0.32014736E+003    -0.87508663E+000    -0.37500775E+000
     0.11772795E+002     0.32035404E+003    -0.13149082E+001    -0.28605229E+000
     0.11780390E+002     0.32056072E+003    -0.17281827E+001    -0.31909863E+000
     0.11787986E+002     0.32076740E+003    -0.22614256E+001    -0.50393879E+000
     0.11795581E+002     0.32097408E+003    -0.31931315E+001    -0.12072108E+001
     0.11803176E+002     0.32118076E+003    -0.23972113E+001    -0.54345148E+001
     0.11810772E+002     0.32138744E+003     0.15603290E+001    -0.20310279E+001
     0.11818367E+002     0.32159412E+003     0.47513131E+000    -0.64044738E+000
     0.11825962E+002     0.32180080E+003    -0.19727918E+000    -0.35930258E+000
     0.11833558E+002     0.32200748E+003    -0.70892628E+000    -0.34303940E+000
     0.11841153E+002     0.32221416E+003    -0.13468217E+001    -0.72536407E+000
     0.11848748E+002     0.32242084E+003    -0.49211560E+000    -0.24526228E+001
     0.11856344E+002     0.32262752E+003     0.58029211E+000    -0.75800267E+000
     0.11863939E+002     0.32283420E+003     0.97965160E-001    -0.26234818E+000
     0.11871534E+002     0.32304088E+003    -0.18568776E+000    -0.13800613E+000
     0.11879130E+002     0.32324756E+003    -0.37846334E+000    -0.10455342E+000
     0.11886725E+002     0.32345424E+003    -0.49599591E+000    -0.15968062E+000
     0.11894321E+002     0.32366092E+003    -0.47654445E+000    -0.98196573E-001
     0.11901916E+002     0.32386760E+003    -0.57152333E+000    -0.47874320E-001
     0.11909511E+002     0.32407428E+003    -0.64578413E+000    -0.33019035E-001
     0.11917107E+002     0.32428096E+003    -0.70517754E+000    -0.25688902E-001
     0.11924702E+002     0.32448764E+003    -0.75537864E+000    -0.21135698E-001
     0.11932297E+002     0.32469432E+003    -0.79927944E+000    -0.17977370E-001
     0.11939893E+002     0.32490100E+003    -0.83855620E+000    -0.15640891E-001
     0.11947488E+002     0.32510768E+003    -0.87423747E+000    -0.13811801E-001
     0.11955083E+002     0.32531436E+003    -0.90692468E+000    -0.12232981E-001
     0.11962679E+002     0.32552104E+003    -0.93682626E+000    -0.10559123E-001
     0.11970274E+002     0.32572772E+003    -0.96347326E+000    -0.79935544E-002
     0.11977869E+002     0.32593440E+003    -0.98482014E+000    -0.13331345E-002
     0.11985465E+002     0.32614108E+003    -0.10008479E+001     0.30351572E-001
     0.11993060E+002     0.32634776E+003    -0.11119765E+001     0.53837973E-001
     0.12000655E+002     0.32655444E+003    -0.11395377E+001     0.35912804E-002
     0.12008251E+002     0.32676112E+003    -0.11590919E+001    -0.30225426E-002
     0.12015846E+002     0.32696780E+003    -0.12055776E+001     0.68587727E-002
     0.12023442E+002     0.32717448E+003    -0.12561190E+001    -0.18835096E-001
     0.12031037E+002     0.32738116E+003    -0.13099613E+001    -0.42017419E-001
     0.12038632E+002     0.32758784E+003    -0.13884629E+001    -0.12224159E+000
     0.12046228E+002     0.32779452E+003    -0.12147796E+001    -0.24823724E+000
     0.12053823E+002     0.32800120E+003    -0.12364067E+001    -0.81680564E-001
     0.12061418E+002     0.32820788E+003    -0.13237346E+001    -0.52995353E-001
     0.12069014E+002     0.32841456E+003    -0.14041822E+001    -0.52074732E-001
     0.12076609E+002     0.32862124E+003    -0.14922178E+001    -0.61667523E-001
     0.12084204E+002     0.32882792E+003    -0.16006189E+001    -0.81659133E-001
     0.12091800E+002     0.32903460E+003    -0.17475393E+001    -0.11946331E+000
     0.12099395E+002     0.32924128E+003    -0.19681136E+001    -0.19779746E+000
     0.12106990E+002     0.32944796E+003    -0.23440415E+001    -0.39666799E+000
     0.12114586E+002     0.32965464E+003    -0.30545764E+001    -0.11307318E+001
     0.12122181E+002     0.32986132E+003    -0.20457319E+001    -0.44465102E+001
     0.12129776E+002     0.33006800E+003     0.11438717E+001    -0.16304989E+001
     0.12137372E+002     0.33027468E+003     0.31406402E+000    -0.46974973E+000
     0.12144967E+002     0.33048136E+003    -0.14196880E+000    -0.20530192E+000
     0.12152562E+002     0.33068804E+003    -0.39496107E+000    -0.11143777E+000
     0.12160158E+002     0.33089472E+003    -0.55450078E+000    -0.68411466E-001
     0.12167753E+002     0.33110140E+003    -0.66495312E+000    -0.45347576E-001
     0.12175349E+002     0.33130808E+003    -0.74671137E+000    -0.31586851E-001
     0.12182944E+002     0.33151476E+003    -0.81030709E+000    -0.22734060E-001
     0.12190539E+002     0.33172144E+003    -0.86163169E+000    -0.16709056E-001
     0.12198135E+002     0.33192812E+003    -0.90426053E+000    -0.12393079E-001
     0.12205730E+002     0.33213480E+003    -0.94048222E+000    -0.91797341E-002
     0.12213325E+002     0.33234148E+003    -0.97177795E+000    -0.67041077E-002
     0.12220921E+002     0.33254816E+003    -0.99915826E+000    -0.47054820E-002
     0.12228516E+002     0.33275484E+003    -0.10233241E+001    -0.30116070E-002
     0.12236111E+002     0.33296152E+003    -0.10447035E+001    -0.14842060E-002
     0.12243707E+002     0.33316820E+003    -0.10634884E+001     0.89646527E-004
     0.12251302E+002     0.33337488E+003    -0.10795592E+001     0.22862696E-002
     0.12258897E+002     0.33358156E+003    -0.10937024E+001     0.84578421E-002
     0.12266493E+002     0.33378824E+003    -0.11159358E+001     0.91760596E-002
     0.12274088E+002     0.33399492E+003    -0.11245087E+001     0.72778262E-002
     0.12281683E+002     0.33420160E+003    -0.11289372E+001     0.11043715E-001
     0.12289279E+002     0.33440828E+003    -0.11264740E+001     0.26350547E-001
     0.12296874E+002     0.33461496E+003    -0.11678051E+001     0.79456317E-001
     0.12304470E+002     0.33482164E+003    -0.12061211E+001     0.29073098E-001
     0.12312065E+002     0.33502832E+003    -0.11969801E+001     0.17004964E-001
     0.12319660E+002     0.33523500E+003    -0.11897048E+001     0.16519535E-001
     0.12327256E+002     0.33544168E+003    -0.11797515E+001     0.19722248E-001
     0.12334851E+002     0.33564836E+003    -0.11628037E+001     0.26345131E-001
     0.12342446E+002     0.33585504E+003    -0.11328868E+001     0.38812747E-001
     0.12350042E+002     0.33606172E+003    -0.10783507E+001     0.64671448E-001
     0.12357637E+002     0.33626840E+003    -0.97189233E+000     0.13108778E+000
     0.12365232E+002     0.33647508E+003    -0.75527492E+000     0.38210056E+000
     0.12372828E+002     0.33668176E+003    -0.11972334E+001     0.14573355E+001
     0.12380423E+002     0.33688844E+003    -0.21302677E+001     0.49063482E+000
     0.12388018E+002     0.33709512E+003    -0.18855880E+001     0.14688731E+000
     0.12395614E+002     0.33730180E+003    -0.17604715E+001     0.66468522E-001
     0.12403209E+002     0.33750848E+003    -0.16976313E+001     0.37337291E-001
     0.12410804E+002     0.33771516E+003    -0.16638782E+001     0.23533694E-001
     0.12418400E+002     0.33792184E+003    -0.16462127E+001     0.15222956E-001
     0.12425995E+002     0.33812852E+003    -0.16398782E+001     0.78036484E-002
     0.12433590E+002     0.33833520E+003    -0.16459304E+001    -0.52753869E-002
     0.12441186E+002     0.33854188E+003    -0.16721893E+001    -0.54216219E-001
     0.12448781E+002     0.33874856E+003    -0.15462577E+001    -0.27262746E+000
     0.12456377E+002     0.33895524E+003    -0.12917414E+001    -0.33977507E-001
     0.12463972E+002     0.33916192E+003    -0.12316323E+001     0.14541537E+000
     0.12471567E+002     0.33936860E+003    -0.12408337E+001     0.72458908E+000
     0.12479163E+002     0.33957528E+003    -0.21251664E+001     0.43103590E+000
     0.12486758E+002     0.33978196E+003    -0.19852964E+001     0.10903917E+000
     0.12494353E+002     0.33998864E+003    -0.19027494E+001     0.42909765E-001
     0.12501949E+002     0.34019532E+003    -0.18672623E+001     0.20641271E-001
     0.12509544E+002     0.34040200E+003    -0.18539390E+001     0.98031730E-002
     0.12517139E+002     0.34060868E+003    -0.18540636E+001     0.18133190E-002
     0.12524735E+002     0.34081536E+003    -0.18665251E+001    -0.89603199E-002
     0.12532330E+002     0.34102204E+003    -0.18973635E+001    -0.38560975E-001
     0.12539925E+002     0.34122872E+003    -0.19023712E+001    -0.18377599E+000
     0.12547521E+002     0.34143540E+003    -0.16768897E+001    -0.10859167E+000
     0.12555116E+002     0.34164208E+003    -0.17158391E+001    -0.19168095E-001
     0.12562711E+002     0.34184876E+003    -0.17354633E+001     0.34756234E-002
     0.12570307E+002     0.34205544E+003    -0.17333415E+001     0.19301245E-001
     0.12577902E+002     0.34226212E+003    -0.17059815E+001     0.46347183E-001
     0.12585498E+002     0.34246880E+003    -0.16316603E+001     0.13135552E+000
     0.12593093E+002     0.34267548E+003    -0.16523165E+001     0.55349839E+000
     0.12600688E+002     0.34288216E+003    -0.22766204E+001     0.31000051E+000
     0.12608284E+002     0.34308884E+003    -0.21702530E+001     0.82304242E-001
     0.12615879E+002     0.34329552E+003    -0.21055392E+001     0.38967369E-001
     0.12623474E+002     0.34350220E+003    -0.20665027E+001     0.37905481E-001
     0.12631070E+002     0.34370888E+003    -0.20479789E+001     0.10761848E+000
     0.12638665E+002     0.34391556E+003    -0.21956594E+001     0.85456421E-001
     0.12646260E+002     0.34412224E+003    -0.21821639E+001     0.20323892E-001
     0.12653856E+002     0.34432892E+003    -0.21769455E+001     0.61132147E-002
     0.12661451E+002     0.34453560E+003    -0.21824006E+001     0.81103370E-003
     0.12669046E+002     0.34474228E+003    -0.21934907E+001    -0.19771787E-002
     0.12676642E+002     0.34494896E+003    -0.22081073E+001    -0.38135694E-002
     0.12684237E+002     0.34515564E+003    -0.22252736E+001    -0.52204457E-002
     0.12691832E+002     0.34536232E+003    -0.22445391E+001    -0.64274728E-002
     0.12699428E+002     0.34556900E+003    -0.22657059E+001    -0.75771080E-002
     0.12707023E+002     0.34577568E+003    -0.22887303E+001    -0.87619315E-002
     0.12714619E+002     0.34598236E+003    -0.23137345E+001    -0.10045775E-001
     0.12722214E+002     0.34618904E+003    -0.23410034E+001    -0.11561396E-001
     0.12729809E+002     0.34639572E+003    -0.23709963E+001    -0.13483747E-001
     0.12737405E+002     0.34660240E+003    -0.24045697E+001    -0.16109291E-001
     0.12745000E+002     0.34680908E+003    -0.24432402E+001    -0.20097340E-001
     0.12752595E+002     0.34701576E+003    -0.24898992E+001    -0.26967530E-001
     0.12760191E+002     0.34722244E+003    -0.25508194E+001    -0.41006603E-001
     0.12767786E+002     0.34742912E+003    -0.26414161E+001    -0.78693017E-001
     0.12775381E+002     0.34763580E+003    -0.27875566E+001    -0.23790090E+000
     0.12782977E+002     0.34784248E+003    -0.23913626E+001    -0.67174106E+000
     0.12790572E+002     0.34804916E+003    -0.22383271E+001    -0.18640363E+000
     0.12798167E+002     0.34825584E+003    -0.23758079E+001    -0.75423467E-001
     0.12805763E+002     0.34846252E+003    -0.24657463E+001    -0.47088683E-001
     0.12813358E+002     0.34866920E+003    -0.25348342E+001    -0.37206773E-001
     0.12820953E+002     0.34887589E+003    -0.25957629E+001    -0.33718299E-001
     0.12828549E+002     0.34908257E+003    -0.26543551E+001    -0.33303078E-001
     0.12836144E+002     0.34928925E+003    -0.27141400E+001    -0.34988602E-001
     0.12843739E+002     0.34949593E+003    -0.27780974E+001    -0.38833065E-001
     0.12851335E+002     0.34970261E+003    -0.28499017E+001    -0.45874328E-001
     0.12858930E+002     0.34990929E+003    -0.29358221E+001    -0.59497204E-001
     0.12866526E+002     0.35011597E+003    -0.30493169E+001    -0.92421326E-001
     0.12874121E+002     0.35032265E+003    -0.32143351E+001    -0.21686560E+000
     0.12881716E+002     0.35052933E+003    -0.29974576E+001    -0.60281916E+000
     0.12889312E+002     0.35073601E+003    -0.28974097E+001    -0.21864434E+000
     0.12896907E+002     0.35094269E+003    -0.31101404E+001    -0.14285193E+000
     0.12904502E+002     0.35114937E+003    -0.33262653E+001    -0.16215722E+000
     0.12912098E+002     0.35135605E+003    -0.36111757E+001    -0.25635762E+000
     0.12919693E+002     0.35156273E+003    -0.40799807E+001    -0.58989982E+000
     0.12927288E+002     0.35176941E+003    -0.43221220E+001    -0.22988105E+001
     0.12934884E+002     0.35197609E+003    -0.15432228E+001    -0.16002116E+001
     0.12942479E+002     0.35218277E+003    -0.21287406E+001    -0.45014633E+000
     0.12950074E+002     0.35238945E+003    -0.25697353E+001    -0.22439069E+000
     0.12957670E+002     0.35259613E+003    -0.28668917E+001    -0.16130496E+000
     0.12965265E+002     0.35280281E+003    -0.31181561E+001    -0.14937453E+000
     0.12972860E+002     0.35300949E+003    -0.33759679E+001    -0.16989944E+000
     0.12980456E+002     0.35321617E+003    -0.36917277E+001    -0.23898088E+000
     0.12988051E+002     0.35342285E+003    -0.41557170E+001    -0.45693838E+000
     0.12995647E+002     0.35362953E+003    -0.47354825E+001    -0.13611812E+001
     0.13003242E+002     0.35383621E+003    -0.27229483E+001    -0.28552276E+001
     0.13010837E+002     0.35404289E+003    -0.25639817E+001    -0.88724932E+000
     0.13018433E+002     0.35424957E+003    -0.33721287E+001    -0.57574632E+000
     0.13026028E+002     0.35445625E+003    -0.42117916E+001    -0.75865654E+000
     0.13033623E+002     0.35466293E+003    -0.54670878E+001    -0.18238798E+001
     0.13041219E+002     0.35486961E+003    -0.40691396E+001    -0.67633422E+001
     0.13048814E+002     0.35507629E+003     0.37443049E+000    -0.26155636E+001
     0.13056409E+002     0.35528297E+003    -0.99872380E+000    -0.14099251E+001
     0.13064005E+002     0.35548965E+003    -0.85854973E+000    -0.84993646E+000
     0.13071600E+002     0.35569633E+003    -0.14468560E+001    -0.34356107E+000
     0.13079195E+002     0.35590301E+003    -0.18621309E+001    -0.21611033E+000
     0.13086791E+002     0.35610969E+003    -0.21635627E+001    -0.21630632E+000
     0.13094386E+002     0.35631637E+003    -0.22158289E+001    -0.23890265E+000
     0.13101981E+002     0.35652305E+003    -0.23867762E+001    -0.11905414E+000
     0.13109577E+002     0.35672973E+003    -0.25536706E+001    -0.87520594E-001
     0.13117172E+002     0.35693641E+003    -0.26940470E+001    -0.74158927E-001
     0.13124767E+002     0.35714309E+003    -0.28190167E+001    -0.66877972E-001
     0.13132363E+002     0.35734977E+003    -0.29344363E+001    -0.62449896E-001
     0.13139958E+002     0.35755645E+003    -0.30434764E+001    -0.59326275E-001
     0.13147554E+002     0.35776313E+003    -0.31472583E+001    -0.55620493E-001
     0.13155149E+002     0.35796981E+003    -0.32439023E+001    -0.44647654E-001
     0.13162744E+002     0.35817649E+003    -0.33455316E+001     0.17233197E-001
     0.13170340E+002     0.35838317E+003    -0.35959032E+001     0.23874053E-002
     0.13177935E+002     0.35858985E+003    -0.37089251E+001    -0.64710331E-001
     0.13185530E+002     0.35879653E+003    -0.38403864E+001    -0.90636441E-001
     0.13193126E+002     0.35900321E+003    -0.40055461E+001    -0.12046302E+000
     0.13200721E+002     0.35920989E+003    -0.42236384E+001    -0.18103907E+000
     0.13208316E+002     0.35941657E+003    -0.45432093E+001    -0.38004283E+000
     0.13215912E+002     0.35962325E+003    -0.44698038E+001    -0.12700220E+001
     0.13223507E+002     0.35982993E+003    -0.37326897E+001    -0.56952271E+000
     0.13231102E+002     0.36003661E+003    -0.41532182E+001    -0.26499220E+000
     0.13238698E+002     0.36024329E+003    -0.45136171E+001    -0.22395662E+000
     0.13246293E+002     0.36044997E+003    -0.48783658E+001    -0.25004717E+000
     0.13253888E+002     0.36065665E+003    -0.53189260E+001    -0.33567106E+000
     0.13261484E+002     0.36086333E+003    -0.59410498E+001    -0.57270362E+000
     0.13269079E+002     0.36107001E+003    -0.68181534E+001    -0.15883274E+001
     0.13276675E+002     0.36127669E+003    -0.48384772E+001    -0.26669059E+001
     0.13284270E+002     0.36148337E+003    -0.55834999E+001    -0.11963805E+001
     0.13291865E+002     0.36169005E+003    -0.71468000E+001    -0.13988052E+001
     0.13299461E+002     0.36189673E+003    -0.94754749E+001    -0.31198687E+001
     0.13307056E+002     0.36210341E+003    -0.88128034E+001    -0.11620176E+002
     0.13314651E+002     0.36231009E+003     0.24094913E-001    -0.58983043E+001
     0.13322247E+002     0.36251677E+003    -0.39732292E+001    -0.43074610E+001
     0.13329842E+002     0.36272345E+003    -0.10451424E+001    -0.10935165E+002
     0.13337437E+002     0.36293013E+003     0.32057826E+001    -0.34323446E+001
     0.13345033E+002     0.36313681E+003     0.95171773E+000    -0.12292229E+001
     0.13352628E+002     0.36334349E+003    -0.38277366E+000    -0.68369134E+000
     0.13360223E+002     0.36355017E+003    -0.13014216E+001    -0.55932780E+000
     0.13367819E+002     0.36375685E+003    -0.19468933E+001    -0.95631169E+000
     0.13375414E+002     0.36396353E+003    -0.15807701E+001    -0.75628915E+000
     0.13383009E+002     0.36417021E+003    -0.22231589E+001    -0.49918025E+000
     0.13390605E+002     0.36437689E+003    -0.28204185E+001    -0.10910947E+001
     0.13398200E+002     0.36458357E+003    -0.15869064E+001    -0.12340882E+001
     0.13405795E+002     0.36479025E+003    -0.20559387E+001    -0.56198712E+000
     0.13413391E+002     0.36499693E+003    -0.21041942E+001    -0.12257354E+001
     0.13420986E+002     0.36520361E+003    -0.10164073E+001    -0.28810765E+000
     0.13428582E+002     0.36541029E+003    -0.82848392E+000     0.77328538E+000
     0.13436177E+002     0.36561697E+003    -0.15913728E+001     0.41805374E+001
     0.13443772E+002     0.36582365E+003    -0.64139941E+001     0.16615254E+001
     0.13451368E+002     0.36603033E+003    -0.50442791E+001    -0.75891945E+000
     0.13458963E+002     0.36623701E+003    -0.42454140E+001    -0.19029427E+000
     0.13466558E+002     0.36644369E+003    -0.43377827E+001    -0.72684071E-001
     0.13474154E+002     0.36665037E+003    -0.44507565E+001    -0.58426540E-001
     0.13481749E+002     0.36685705E+003    -0.45720186E+001    -0.70444651E-001
     0.13489344E+002     0.36706373E+003    -0.47044948E+001    -0.80158358E-001
     0.13496940E+002     0.36727041E+003    -0.48540376E+001    -0.90531643E-001
     0.13504535E+002     0.36747709E+003    -0.50229537E+001    -0.10335142E+000
     0.13512130E+002     0.36768377E+003    -0.52163189E+001    -0.12079954E+000
     0.13519726E+002     0.36789045E+003    -0.54437286E+001    -0.14681518E+000
     0.13527321E+002     0.36809713E+003    -0.57230812E+001    -0.18964930E+000
     0.13534916E+002     0.36830381E+003    -0.60905711E+001    -0.26973396E+000
     0.13542512E+002     0.36851049E+003    -0.66277758E+001    -0.45023063E+000
     0.13550107E+002     0.36871717E+003    -0.75379088E+001    -0.10020332E+001
     0.13557703E+002     0.36892385E+003    -0.87375497E+001    -0.37330207E+001
     0.13565298E+002     0.36913053E+003    -0.24056349E+001    -0.48926074E+001
     0.13572893E+002     0.36933721E+003    -0.30867964E+001    -0.12647886E+001
     0.13580489E+002     0.36954389E+003    -0.41119570E+001    -0.56022046E+000
     0.13588084E+002     0.36975057E+003    -0.47359693E+001    -0.35104946E+000
     0.13595679E+002     0.36995725E+003    -0.51886412E+001    -0.26950813E+000
     0.13603275E+002     0.37016393E+003    -0.55670948E+001    -0.23627027E+000
     0.13610870E+002     0.37037061E+003    -0.59179668E+001    -0.22842665E+000
     0.13618465E+002     0.37057729E+003    -0.62715867E+001    -0.24078303E+000
     0.13626061E+002     0.37078397E+003    -0.66584997E+001    -0.28043743E+000
     0.13633656E+002     0.37099065E+003    -0.71281369E+001    -0.38302148E+000
     0.13641251E+002     0.37119733E+003    -0.77770759E+001    -0.73365408E+000
     0.13648847E+002     0.37140401E+003    -0.77807477E+001    -0.23024009E+001
     0.13656442E+002     0.37161069E+003    -0.66291198E+001    -0.11521331E+001
     0.13664037E+002     0.37181737E+003    -0.76351389E+001    -0.76712960E+000
     0.13671633E+002     0.37202405E+003    -0.88121985E+001    -0.12817089E+001
     0.13679228E+002     0.37223073E+003    -0.90158937E+001    -0.42771120E+001
     0.13686824E+002     0.37243741E+003    -0.53676419E+001    -0.26215000E+001
     0.13694419E+002     0.37264409E+003    -0.63689516E+001    -0.13817502E+001
     0.13702014E+002     0.37285077E+003    -0.69548032E+001    -0.67745783E+000
     0.13709610E+002     0.37305745E+003    -0.77572886E+001    -0.45881100E+000
     0.13717205E+002     0.37326413E+003    -0.84486037E+001    -0.41003750E+000
     0.13724800E+002     0.37347081E+003    -0.91207383E+001    -0.41642532E+000
     0.13732396E+002     0.37367749E+003    -0.98327968E+001    -0.45705488E+000
     0.13739991E+002     0.37388417E+003    -0.10636184E+002    -0.53327934E+000
     0.13747586E+002     0.37409085E+003    -0.11596594E+002    -0.66246704E+000
     0.13755182E+002     0.37429753E+003    -0.12822387E+002    -0.89219065E+000
