#      omega [at.u.]      x,real [at.u.]      x,imag [at.u.]      y,real [at.u.]      y,imag [at.u.]      z,real [at.u.]      z,imag [at.u.]
     0.39059627E+001    -0.25023750E-003    -0.51957785E-004    -0.26087891E-008     0.94627681E-008    -0.48982103E-008    -0.45288687E-008
     0.39135619E+001    -0.12372777E-003    -0.94711623E-004    -0.13241096E-007     0.56136919E-008    -0.71470378E-008     0.14336565E-007
     0.39211610E+001    -0.11170087E-003    -0.19937303E-004    -0.89974399E-008    -0.29547930E-008    -0.28957967E-007    -0.15525192E-007
     0.39287602E+001    -0.11890922E-003    -0.46958395E-005    -0.48565792E-008    -0.10974121E-008    -0.94215378E-008    -0.13658368E-008
     0.39363593E+001    -0.11770264E-003     0.11468001E-005    -0.70821077E-008     0.10298523E-008    -0.26504111E-007    -0.67382087E-008
     0.39439585E+001    -0.10995100E-003     0.93811288E-005    -0.90183906E-008    -0.15252328E-008    -0.90644433E-008    -0.23381052E-007
     0.39515576E+001    -0.10387378E-003     0.46655303E-004    -0.52145611E-008    -0.13001054E-008    -0.25724805E-008    -0.11470030E-007
     0.39591567E+001    -0.18486815E-003     0.32327053E-004    -0.56223804E-008    -0.14437313E-008     0.25105626E-008    -0.91512077E-008
     0.39667559E+001    -0.14706923E-003    -0.22982172E-004    -0.63991749E-008    -0.32667502E-008     0.48965525E-008     0.68541988E-008
     0.39743550E+001    -0.12929814E-003    -0.46165787E-005    -0.51303581E-008    -0.34927839E-008    -0.20476171E-007     0.22417809E-007
     0.39819542E+001    -0.12826019E-003    -0.13131126E-005    -0.25200550E-008    -0.18142024E-008    -0.51304997E-007    -0.16440760E-007
     0.39895533E+001    -0.12672409E-003    -0.77551155E-006    -0.53164637E-008     0.11142866E-008    -0.17550829E-007    -0.37446681E-007
     0.39971525E+001    -0.12508346E-003    -0.69796339E-006    -0.11521720E-007     0.33223430E-009     0.12400102E-007    -0.27168900E-007
     0.40047516E+001    -0.12351934E-003    -0.72671597E-006    -0.44157001E-008    -0.18257447E-007     0.10140902E-007    -0.88791198E-008
     0.40123508E+001    -0.12207365E-003    -0.78283303E-006    -0.15607145E-008     0.18582496E-008    -0.77630274E-008     0.99691209E-008
     0.40199499E+001    -0.12075054E-003    -0.84724457E-006    -0.89248451E-008    -0.90983347E-009    -0.94718360E-008    -0.20462058E-007
     0.40275491E+001    -0.11953938E-003    -0.91468672E-006    -0.10080588E-007    -0.94708688E-008     0.18647080E-008    -0.34997812E-008
     0.40351482E+001    -0.11843015E-003    -0.98063607E-006    -0.20697877E-008    -0.81441646E-008    -0.13686357E-007    -0.22797487E-008
     0.40427474E+001    -0.11741317E-003    -0.10445323E-005    -0.32740618E-008    -0.58175502E-008    -0.38739069E-008    -0.19774385E-007
     0.40503465E+001    -0.11647433E-003    -0.11033355E-005    -0.46665850E-008    -0.67787832E-008     0.55581781E-008    -0.16396240E-008
     0.40579457E+001    -0.11559364E-003    -0.11465063E-005    -0.34617546E-008    -0.10803838E-007    -0.97582617E-008    -0.82729556E-008
     0.40655448E+001    -0.11473093E-003    -0.11427478E-005     0.28529486E-008    -0.13330181E-007    -0.50405242E-008    -0.35375837E-008
     0.40731440E+001    -0.11377759E-003    -0.97283122E-006     0.13381088E-008    -0.51865780E-008    -0.19467758E-007    -0.98724238E-008
     0.40807431E+001    -0.11245970E-003     0.72695187E-008     0.41243643E-008    -0.39514786E-009    -0.13702567E-007    -0.27830350E-007
     0.40883423E+001    -0.11327278E-003     0.59566481E-005    -0.17834793E-007    -0.33767143E-008     0.11052630E-007    -0.19968633E-007
     0.40959414E+001    -0.12417709E-003     0.68982744E-006     0.30548731E-007    -0.27878828E-007     0.85730767E-008    -0.12353499E-007
     0.41035406E+001    -0.12616406E-003    -0.74366567E-005     0.20617416E-008     0.16701086E-007    -0.15792238E-007    -0.28538314E-008
     0.41111397E+001    -0.11810030E-003    -0.28785142E-004     0.55493973E-009     0.50908740E-008     0.28230348E-007    -0.24495841E-007
     0.41187389E+001    -0.97682819E-004    -0.11648196E-004    -0.13701419E-007    -0.28551521E-008     0.16676619E-007    -0.19412244E-007
     0.41263380E+001    -0.10216935E-003    -0.48716746E-005    -0.72698881E-008    -0.10969799E-007     0.31414954E-007     0.13205676E-008
     0.41339372E+001    -0.10466163E-003    -0.35979917E-005    -0.22168612E-008    -0.14883241E-007    -0.35727649E-008     0.14119259E-007
     0.41415363E+001    -0.10630775E-003    -0.35443729E-005     0.11577229E-007    -0.16727733E-007    -0.10606958E-008    -0.10303975E-007
     0.41491355E+001    -0.10811086E-003    -0.43950795E-005     0.14879892E-007    -0.26641551E-008    -0.35790329E-008     0.91045007E-009
     0.41567346E+001    -0.11112023E-003    -0.81888856E-005     0.97441686E-008     0.20452926E-008    -0.21845686E-008    -0.32150565E-007
     0.41643338E+001    -0.10315818E-003    -0.25260907E-004     0.28646583E-008     0.60070511E-008     0.30698859E-007    -0.16347110E-007
     0.41719329E+001    -0.84394160E-004    -0.83186124E-005    -0.47602800E-009     0.34121227E-009     0.23397082E-007     0.87192217E-008
     0.41795321E+001    -0.81944248E-004     0.28287010E-005     0.23519268E-008    -0.40614582E-008     0.31264468E-007     0.13237872E-007
     0.41871312E+001    -0.75554696E-004     0.33479645E-004     0.53228039E-008     0.10140941E-008     0.10574771E-008     0.30857354E-007
     0.41947304E+001    -0.14996628E-003     0.43804576E-004     0.18597869E-008     0.23310937E-008    -0.20348301E-007     0.17679280E-007
     0.42023295E+001    -0.15118247E-003     0.21082456E-005    -0.41573011E-009     0.58718386E-010    -0.15060810E-007    -0.56771390E-008
     0.42099287E+001    -0.15017175E-003    -0.10593930E-004     0.14620969E-008     0.10321132E-008    -0.20223827E-008    -0.56513897E-008
     0.42175278E+001    -0.15881662E-003    -0.23309128E-004     0.74973509E-009    -0.24068683E-008     0.10771806E-007    -0.39869949E-008
     0.42251270E+001    -0.18066557E-003    -0.50695481E-004     0.95050027E-008    -0.20938648E-008     0.32941092E-008     0.27556243E-008
     0.42327261E+001    -0.23791416E-003    -0.37116698E-003    -0.20452214E-009     0.15950290E-007     0.93399962E-008     0.12630313E-007
     0.42403253E+001     0.11563665E-004    -0.48998431E-004    -0.50959178E-008     0.69175908E-008    -0.13099193E-007     0.12506438E-007
     0.42479244E+001    -0.29683289E-004    -0.13621975E-004    -0.11885101E-007    -0.20760788E-009    -0.11977148E-007    -0.75826416E-009
     0.42555236E+001    -0.49065064E-004    -0.44782986E-005    -0.16461258E-008    -0.38777008E-008    -0.12419279E-007    -0.49793168E-008
     0.42631227E+001    -0.59515738E-004    -0.13678647E-005    -0.14908647E-008     0.13887733E-008     0.25783442E-008    -0.16794237E-007
     0.42707219E+001    -0.65779522E-004    -0.11134010E-006    -0.13849182E-007    -0.58025660E-008    -0.12617733E-008     0.41035690E-008
     0.42783210E+001    -0.69829142E-004     0.44715381E-006     0.57504480E-008    -0.13944645E-008     0.76392113E-009    -0.92185732E-008
     0.42859202E+001    -0.72588513E-004     0.70357646E-006    -0.43706720E-008     0.67354154E-010     0.77040572E-008     0.42712825E-008
     0.42935193E+001    -0.74538926E-004     0.81783951E-006    -0.99648507E-008    -0.62541113E-008    -0.99793389E-009    -0.91608517E-008
     0.43011185E+001    -0.75954510E-004     0.85990244E-006     0.39881744E-008    -0.92650637E-008     0.21830483E-007     0.84439528E-008
     0.43087176E+001    -0.76996678E-004     0.86275278E-006     0.13528451E-008    -0.14917408E-008     0.39283289E-008     0.27517755E-007
     0.43163168E+001    -0.77771040E-004     0.84600602E-006    -0.50826968E-009    -0.53644308E-008    -0.17761733E-007     0.21953938E-007
     0.43239159E+001    -0.78347116E-004     0.81828074E-006     0.18823975E-008    -0.38280099E-008    -0.29502792E-007     0.84063753E-008
     0.43315151E+001    -0.78771392E-004     0.78485128E-006     0.25110676E-008     0.10492364E-008    -0.31020194E-007    -0.68680445E-008
     0.43391142E+001    -0.79077309E-004     0.75047074E-006    -0.15667600E-008    -0.22089347E-008    -0.16679108E-007    -0.27594076E-007
     0.43467134E+001    -0.79291439E-004     0.71675336E-006    -0.11543150E-008    -0.50085292E-008     0.21578034E-009    -0.15095804E-007
     0.43543125E+001    -0.79430333E-004     0.68323579E-006     0.14946635E-008    -0.46463128E-008    -0.30706863E-008    -0.21419181E-007
     0.43619117E+001    -0.79506329E-004     0.65348303E-006     0.99355524E-009    -0.32827436E-008     0.14480006E-007    -0.15353010E-007
     0.43695108E+001    -0.79528643E-004     0.62819187E-006     0.17583322E-009    -0.57130803E-008     0.12616079E-007     0.30111421E-008
     0.43771100E+001    -0.79498046E-004     0.61277124E-006     0.45572309E-008    -0.35875635E-008     0.16352965E-008     0.55720830E-008
     0.43847091E+001    -0.79405094E-004     0.63887680E-006     0.19944800E-008    -0.25346761E-008    -0.42358428E-008    -0.50118191E-008
     0.43923083E+001    -0.79375618E-004     0.88312491E-006     0.19532446E-008    -0.40826745E-008     0.83692978E-008    -0.15070044E-008
     0.43999074E+001    -0.79624864E-004     0.66456081E-006     0.47291611E-008    -0.63375541E-008    -0.51345740E-008     0.99992991E-008
     0.44075066E+001    -0.79443997E-004     0.51916164E-006     0.36260434E-008    -0.24649212E-008    -0.11659384E-007    -0.83081916E-008
     0.44151057E+001    -0.79277525E-004     0.47095220E-006     0.90646525E-008    -0.48020435E-008    -0.12145634E-008    -0.14040593E-007
     0.44227049E+001    -0.79115440E-004     0.44046019E-006     0.76609061E-008     0.41837062E-008     0.71014345E-008    -0.14793163E-007
     0.44303040E+001    -0.78947774E-004     0.41607593E-006    -0.70524046E-010     0.44634728E-008     0.14688531E-007    -0.73568402E-008
     0.44379032E+001    -0.78772936E-004     0.39533337E-006    -0.17831602E-008     0.19967933E-009     0.11561409E-007     0.25498221E-009
     0.44455023E+001    -0.78590148E-004     0.37599956E-006    -0.15815337E-008    -0.53943608E-008     0.15768732E-007    -0.65913715E-008
     0.44531014E+001    -0.78397476E-004     0.35875834E-006     0.54105481E-008    -0.58939048E-008     0.49067170E-007     0.11413547E-007
     0.44607006E+001    -0.78196846E-004     0.34416407E-006     0.64424307E-008    -0.49079739E-008    -0.26654133E-008     0.56784844E-007
     0.44682997E+001    -0.77987730E-004     0.33088912E-006     0.70349004E-008     0.10844300E-008    -0.27245172E-007     0.18862638E-007
     0.44758989E+001    -0.77768302E-004     0.31977225E-006     0.72263974E-008     0.26582059E-009    -0.17925187E-007     0.77543098E-008
     0.44834980E+001    -0.77536858E-004     0.31265699E-006     0.55542017E-008     0.57012299E-008    -0.20026106E-007     0.75996404E-008
     0.44910972E+001    -0.77288416E-004     0.31221062E-006     0.44552077E-008     0.29092206E-008    -0.22056073E-007    -0.12072188E-007
     0.44986963E+001    -0.77007403E-004     0.33407462E-006     0.41260957E-008     0.40167573E-008    -0.69008040E-008    -0.11539619E-007
     0.45062955E+001    -0.76682237E-004     0.47986094E-006     0.42483761E-008     0.47305233E-008    -0.19622095E-008    -0.10699143E-007
     0.45138946E+001    -0.76856123E-004     0.68333012E-006     0.22566047E-009     0.73261460E-008     0.17224808E-008    -0.88045154E-008
     0.45214938E+001    -0.76620231E-004     0.36050260E-006    -0.20825597E-008     0.32616197E-008     0.57351938E-008    -0.17287255E-008
     0.45290929E+001    -0.76275392E-004     0.29663795E-006    -0.14208819E-008     0.37108369E-008     0.28570139E-008     0.15287246E-008
     0.45366921E+001    -0.75941029E-004     0.28470418E-006    -0.33798173E-008    -0.28424804E-010     0.11722498E-008     0.44126661E-008
     0.45442912E+001    -0.75584996E-004     0.29483104E-006     0.72682072E-009    -0.30498071E-009    -0.49997709E-009     0.81890029E-008
     0.45518904E+001    -0.75174701E-004     0.33476676E-006    -0.12404483E-009     0.16679458E-008    -0.81659339E-008     0.59123397E-008
     0.45594895E+001    -0.74652335E-004     0.44050919E-006    -0.14073707E-009     0.73777256E-009    -0.71290065E-008    -0.57256880E-008
     0.45670887E+001    -0.73876420E-004     0.77034397E-006     0.72556080E-009    -0.86706369E-009     0.20472051E-007    -0.13018498E-008
     0.45746878E+001    -0.72686291E-004     0.23282533E-005     0.21192864E-008     0.21800581E-009     0.48184711E-007     0.33216845E-007
     0.45822870E+001    -0.76814104E-004     0.49868031E-005     0.15054475E-008     0.14378593E-008    -0.99369887E-007     0.94478455E-007
     0.45898861E+001    -0.77129900E-004     0.13420383E-005     0.23134403E-008     0.14635230E-008    -0.10368835E-006    -0.38037387E-007
     0.45974853E+001    -0.76135459E-004     0.58540970E-006    -0.63281096E-009     0.47851237E-008    -0.11220994E-007    -0.80835460E-007
     0.46050844E+001    -0.75510254E-004     0.36606129E-006     0.41834986E-009     0.28131876E-008     0.30351902E-007    -0.33795974E-007
     0.46126836E+001    -0.75052407E-004     0.27284559E-006    -0.43087571E-008     0.25664066E-008     0.21542004E-007     0.71164587E-009
     0.46202827E+001    -0.74675122E-004     0.22415923E-006     0.32897157E-009    -0.67061734E-009    -0.25696160E-008     0.18652021E-008
     0.46278819E+001    -0.74341554E-004     0.19471843E-006     0.90729056E-009     0.51680918E-008    -0.31582438E-008    -0.27372653E-008
     0.46354810E+001    -0.74032668E-004     0.17499112E-006    -0.64956436E-008     0.26992555E-008    -0.81078901E-008    -0.95686636E-009
     0.46430802E+001    -0.73737927E-004     0.16214138E-006    -0.43064967E-008    -0.18025293E-008    -0.25154043E-007    -0.28901335E-008
     0.46506793E+001    -0.73452032E-004     0.15376702E-006     0.30737846E-009    -0.20240471E-008    -0.12316473E-007    -0.44850535E-007
     0.46582785E+001    -0.73168758E-004     0.14800663E-006    -0.28246066E-009     0.92048290E-009     0.36759505E-007    -0.26311545E-007
     0.46658776E+001    -0.72882882E-004     0.14672667E-006    -0.24097655E-008     0.16704720E-008     0.31643571E-007     0.23342414E-008
     0.46734768E+001    -0.72589244E-004     0.15077800E-006    -0.37609438E-008    -0.39132393E-009     0.22929676E-007     0.27899790E-007
     0.46810759E+001    -0.72277416E-004     0.16369183E-006    -0.46795805E-008    -0.20673854E-008    -0.91801329E-008     0.23116775E-007
     0.46886751E+001    -0.71928229E-004     0.19827016E-006    -0.19154381E-008    -0.28489013E-008    -0.15980869E-007     0.10662955E-007
     0.46962742E+001    -0.71500412E-004     0.29671568E-006    -0.27030245E-008    -0.42639329E-008    -0.12427419E-007     0.66099173E-008
     0.47038734E+001    -0.70902982E-004     0.67979547E-006    -0.12179450E-009    -0.74446900E-008    -0.19520168E-007    -0.18848141E-008
     0.47114725E+001    -0.71320810E-004     0.23332403E-005     0.31509090E-008    -0.28819292E-008    -0.13179392E-007    -0.11855544E-007
     0.47190717E+001    -0.72488870E-004     0.84186748E-006     0.31118068E-008    -0.24219694E-008     0.27294324E-008    -0.35608485E-008
     0.47266708E+001    -0.71842109E-004     0.31230266E-006     0.31027788E-008     0.75181622E-010    -0.81159058E-008     0.22575038E-008
     0.47342700E+001    -0.71372876E-004     0.18997825E-006     0.20424835E-008    -0.17634835E-008    -0.12677258E-007    -0.15298802E-007
     0.47418691E+001    -0.70990303E-004     0.15081633E-006     0.45068853E-008    -0.56846951E-010     0.41208914E-010     0.17662207E-008
     0.47494683E+001    -0.70636968E-004     0.14148119E-006     0.23395429E-008     0.16835592E-008    -0.10947964E-007    -0.27482946E-008
     0.47570674E+001    -0.70278688E-004     0.15558251E-006     0.43189026E-008     0.24945243E-008    -0.15825116E-007    -0.56803067E-008
     0.47646666E+001    -0.69879237E-004     0.21299255E-006     0.94567693E-009     0.56278665E-008     0.10474702E-007    -0.97917362E-008
     0.47722657E+001    -0.69366498E-004     0.42454295E-006    -0.15923584E-008     0.39942916E-008    -0.32310930E-008     0.66465953E-008
     0.47798649E+001    -0.69028232E-004     0.15263942E-005    -0.40086223E-009     0.28463409E-008    -0.15867459E-007     0.45547411E-008
     0.47874640E+001    -0.70565977E-004     0.10206369E-005     0.43419534E-008     0.12984040E-007    -0.24981772E-007    -0.47232051E-008
     0.47950632E+001    -0.69989420E-004     0.30669005E-006    -0.20192844E-007     0.24183884E-008    -0.18107385E-007    -0.18597796E-007
     0.48026623E+001    -0.69518195E-004     0.16001268E-006    -0.79566989E-008    -0.76550315E-008    -0.12772418E-007    -0.27007384E-007
     0.48102615E+001    -0.69145687E-004     0.11271509E-006    -0.55826777E-008    -0.47163117E-008    -0.61718812E-008    -0.25769698E-007
     0.48178606E+001    -0.68815428E-004     0.92753903E-007    -0.43936312E-008    -0.80634370E-008     0.82141907E-008    -0.26030727E-007
     0.48254598E+001    -0.68503428E-004     0.83864947E-007     0.85847396E-009    -0.56986397E-008     0.98171734E-008    -0.12165991E-007
     0.48330589E+001    -0.68198660E-004     0.81035923E-007    -0.14145655E-008    -0.16651027E-008     0.40421710E-008    -0.53135004E-008
     0.48406581E+001    -0.67894766E-004     0.81427026E-007    -0.48050723E-008    -0.65672354E-008    -0.31242987E-009    -0.10907596E-007
     0.48482572E+001    -0.67586030E-004     0.84433904E-007     0.46321960E-009    -0.96095754E-008     0.61196714E-009    -0.10846764E-007
     0.48558564E+001    -0.67268543E-004     0.91087781E-007     0.31599131E-008    -0.63884673E-008     0.72875197E-009    -0.16075151E-007
     0.48634555E+001    -0.66938173E-004     0.10061690E-006     0.51046587E-008    -0.52419727E-008     0.12063223E-007    -0.15664973E-007
     0.48710547E+001    -0.66588531E-004     0.11454569E-006     0.13802715E-009    -0.48472816E-008     0.48758714E-008    -0.63931368E-008
     0.48786538E+001    -0.66213202E-004     0.13496313E-006     0.56597442E-008    -0.41759385E-008     0.10194386E-007    -0.89146291E-008
     0.48862530E+001    -0.65802301E-004     0.16396431E-006     0.55977310E-008    -0.26457696E-008     0.12160816E-007    -0.71181192E-008
     0.48938521E+001    -0.65339434E-004     0.20624547E-006     0.42842902E-008    -0.12419028E-009     0.41529872E-008    -0.44444761E-008
     0.49014513E+001    -0.64799809E-004     0.27231198E-006     0.36726267E-008    -0.24863258E-008     0.93113584E-008    -0.65040747E-008
     0.49090504E+001    -0.64140359E-004     0.38152759E-006     0.43347766E-008    -0.18824724E-008     0.62042491E-008    -0.34327279E-008
     0.49166496E+001    -0.63274744E-004     0.58436893E-006     0.45921848E-008     0.41553506E-008     0.96312771E-008    -0.25963757E-008
     0.49242487E+001    -0.62022875E-004     0.10476735E-005    -0.10812690E-008     0.33852828E-008     0.27522038E-008    -0.32297724E-008
     0.49318479E+001    -0.60263663E-004     0.25495087E-005    -0.52348696E-008    -0.33992814E-008     0.76544575E-009    -0.38976932E-008
     0.49394470E+001    -0.58204813E-004     0.50724850E-005     0.35393236E-008    -0.89361569E-008     0.70048985E-008    -0.25248114E-007
     0.49470461E+001    -0.60570230E-004     0.18335279E-004     0.76271321E-008    -0.11656264E-008     0.22487582E-007    -0.45287667E-008
     0.49546453E+001    -0.75293537E-004     0.75796190E-005     0.49493974E-008     0.10873696E-008     0.22073119E-007     0.93434893E-008
     0.49622444E+001    -0.71424347E-004     0.21403495E-005     0.31813408E-008     0.29071020E-008     0.71044013E-008     0.15260649E-007
     0.49698436E+001    -0.69127902E-004     0.93735426E-006     0.77952956E-009     0.27227320E-008    -0.94103696E-009     0.11832962E-007
     0.49774427E+001    -0.67737113E-004     0.52208350E-006    -0.11893852E-008     0.93183669E-009    -0.15952848E-008    -0.38441750E-009
     0.49850419E+001    -0.66751180E-004     0.33838579E-006    -0.19395529E-009    -0.10660208E-008     0.40363173E-008     0.23121938E-008
     0.49926410E+001    -0.65965805E-004     0.24658452E-006    -0.28359196E-008    -0.14581619E-008     0.69627781E-009     0.56666159E-008
     0.50002402E+001    -0.65285835E-004     0.19946953E-006    -0.12492206E-008    -0.33632862E-008    -0.60564561E-008     0.29292514E-009
     0.50078393E+001    -0.64658441E-004     0.17693048E-006     0.42549746E-009    -0.67354784E-008     0.19911921E-008     0.21199530E-008
     0.50154385E+001    -0.64049232E-004     0.17183181E-006     0.18749749E-008    -0.88581145E-008    -0.57172562E-008     0.16126980E-008
     0.50230376E+001    -0.63433508E-004     0.18102234E-006     0.95650894E-008    -0.70433375E-008    -0.82046209E-008     0.40680990E-008
     0.50306368E+001    -0.62787386E-004     0.20399985E-006     0.11028909E-007    -0.32671609E-008    -0.17089983E-007    -0.35044485E-008
     0.50382359E+001    -0.62084553E-004     0.24400541E-006     0.12467383E-007     0.19691876E-008    -0.58964163E-009    -0.52056025E-007
     0.50458351E+001    -0.61292543E-004     0.30775077E-006     0.78143368E-008     0.66243642E-008     0.32826324E-007    -0.12556972E-007
     0.50534342E+001    -0.60364228E-004     0.40689390E-006     0.64735449E-008     0.77394671E-008     0.21313445E-007     0.10519160E-007
     0.50610334E+001    -0.59224032E-004     0.56644514E-006    -0.15650004E-008     0.75039398E-008     0.11367527E-007     0.66834955E-008
     0.50686325E+001    -0.57743137E-004     0.83917214E-006    -0.14233347E-008     0.11592475E-008     0.83108110E-008     0.12564850E-007
     0.50762317E+001    -0.55672504E-004     0.13528076E-005     0.22183358E-008    -0.37822813E-009    -0.45195791E-008     0.32558875E-008
     0.50838308E+001    -0.52472117E-004     0.24825866E-005     0.29706024E-008     0.20845300E-008     0.18158069E-007     0.76987690E-008
     0.50914300E+001    -0.46810982E-004     0.57094280E-005     0.13466232E-008     0.31949982E-008    -0.10287358E-007     0.25119900E-007
     0.50990291E+001    -0.36883476E-004     0.20209796E-004     0.29813131E-009     0.18985425E-008    -0.13653108E-007    -0.23503641E-009
     0.51066283E+001    -0.76728555E-004     0.49425680E-004     0.15157831E-008     0.33770252E-008    -0.10309742E-007    -0.43222690E-009
     0.51142274E+001    -0.84030665E-004     0.12595854E-004    -0.17341471E-008     0.20071406E-008    -0.13868721E-007    -0.59883913E-008
     0.51218266E+001    -0.75270718E-004     0.51059893E-005    -0.16267505E-008     0.22752223E-009     0.78513982E-009    -0.19572919E-007
     0.51294257E+001    -0.69538225E-004     0.39676656E-005    -0.76950372E-009    -0.20026596E-008     0.58013007E-008    -0.43591379E-008
     0.51370249E+001    -0.64974315E-004     0.82580159E-005     0.38249553E-008    -0.29765467E-008     0.20676856E-008    -0.49655138E-008
     0.51446240E+001    -0.75493932E-004     0.10035791E-004     0.35376189E-008    -0.24617709E-009    -0.25792090E-008    -0.63863783E-008
     0.51522232E+001    -0.73171320E-004     0.29380035E-005     0.29387776E-008     0.15264608E-008     0.73503194E-008    -0.10632721E-007
     0.51598223E+001    -0.70414366E-004     0.15087539E-005     0.30354773E-008     0.14071027E-008     0.60234864E-008    -0.63130347E-008
     0.51674215E+001    -0.68466004E-004     0.11834720E-005     0.23690548E-008     0.42057363E-009     0.13989382E-007    -0.38197432E-008
     0.51750206E+001    -0.66673882E-004     0.16634591E-005     0.30687830E-008     0.24362103E-008     0.10605648E-007     0.75635744E-008
     0.51826198E+001    -0.67143572E-004     0.45341389E-005     0.25001534E-008     0.25053612E-008    -0.23391833E-010    -0.53965331E-009
     0.51902189E+001    -0.68828649E-004     0.16648051E-005     0.25516248E-008     0.21496216E-008     0.13881054E-007    -0.28370242E-008
     0.51978181E+001    -0.67488508E-004     0.68087186E-006     0.41862531E-008     0.42480540E-008     0.13583225E-007     0.15548789E-008
     0.52054172E+001    -0.66548362E-004     0.42064612E-006    -0.96129112E-010     0.65892435E-008     0.13237197E-007     0.22367392E-007
     0.52130164E+001    -0.65823972E-004     0.31309518E-006    -0.29782943E-008     0.47085960E-008    -0.15985366E-007     0.22459197E-007
     0.52206155E+001    -0.65206828E-004     0.25799030E-006    -0.25200039E-008     0.12805426E-008    -0.23795202E-007     0.62209683E-008
     0.52282147E+001    -0.64646061E-004     0.22927097E-006    -0.13418292E-008     0.13234264E-008    -0.20121408E-007    -0.20629856E-007
     0.52358138E+001    -0.64112055E-004     0.21735650E-006    -0.12762456E-008     0.79670910E-009     0.44399430E-008    -0.27422508E-007
     0.52434130E+001    -0.63581173E-004     0.21947968E-006    -0.30496738E-008     0.11490752E-008     0.17540718E-007    -0.11639788E-007
     0.52510121E+001    -0.63030651E-004     0.23745477E-006    -0.26066859E-008    -0.13840962E-008     0.15571795E-007    -0.62023401E-008
     0.52586113E+001    -0.62433669E-004     0.27703272E-006    -0.49244492E-009    -0.41650728E-008     0.12898537E-007    -0.49769664E-009
     0.52662104E+001    -0.61748881E-004     0.35029266E-006     0.35473532E-008    -0.19190747E-008     0.16917584E-007    -0.11282428E-008
     0.52738096E+001    -0.60907027E-004     0.48781933E-006     0.18473519E-008    -0.22658597E-009     0.15854199E-007     0.63212864E-008
     0.52814087E+001    -0.59775228E-004     0.76455615E-006     0.50752680E-008     0.59309998E-009     0.15391491E-007     0.16160659E-007
     0.52890079E+001    -0.58053377E-004     0.14150097E-005     0.77504292E-009     0.41931438E-008     0.50151333E-008     0.16819169E-007
     0.52966070E+001    -0.54999285E-004     0.34621487E-005     0.32316326E-009     0.25549293E-008     0.49011002E-008     0.52874779E-008
     0.53042062E+001    -0.51242795E-004     0.13750451E-004     0.10122667E-008     0.12659220E-008     0.39825370E-008     0.22611158E-007
     0.53118053E+001    -0.74157894E-004     0.16418306E-004    -0.14506125E-008     0.34709015E-008    -0.57974370E-008     0.21629973E-007
     0.53194045E+001    -0.71932724E-004     0.41018700E-005    -0.22187433E-008     0.30605596E-009    -0.10817356E-007     0.12765278E-007
     0.53270036E+001    -0.68685439E-004     0.15942709E-005    -0.17848051E-008    -0.41620614E-009    -0.10223598E-007     0.98418375E-008
     0.53346028E+001    -0.66896724E-004     0.82756313E-006     0.10443331E-008    -0.16670564E-008    -0.16930165E-007     0.11903264E-007
     0.53422019E+001    -0.65769568E-004     0.50183550E-006     0.16363811E-008    -0.81999540E-009    -0.24364433E-007     0.32546367E-008
     0.53498011E+001    -0.64973709E-004     0.33450794E-006     0.32478419E-008     0.57499526E-009    -0.17782727E-007    -0.15238808E-007
     0.53574002E+001    -0.64364657E-004     0.23653532E-006     0.93736459E-009     0.31291886E-008    -0.58182232E-008    -0.14480540E-007
     0.53649994E+001    -0.63869372E-004     0.17426050E-006     0.25430170E-009     0.13819449E-008    -0.71962171E-009    -0.15361621E-007
     0.53725985E+001    -0.63449923E-004     0.13292121E-006    -0.50704995E-009     0.54002506E-009     0.10110012E-007    -0.11972037E-007
     0.53801977E+001    -0.63082864E-004     0.10334432E-006    -0.49277098E-009     0.84106936E-009     0.50264206E-008     0.20392965E-008
     0.53877968E+001    -0.62752393E-004     0.82074674E-007     0.21134142E-008    -0.12955463E-008     0.82400100E-008    -0.26157086E-009
     0.53953960E+001    -0.62449151E-004     0.67402306E-007     0.24858156E-008     0.21815829E-008     0.21061164E-008     0.74451621E-008
     0.54029951E+001    -0.62166614E-004     0.59081142E-007    -0.30969244E-009     0.30335909E-008    -0.64274756E-008     0.71403280E-008
     0.54105943E+001    -0.61908217E-004     0.52394294E-007    -0.10405354E-009     0.82886647E-009    -0.85198561E-008    -0.62576493E-008
     0.54181934E+001    -0.61652561E-004     0.41921739E-007    -0.23093649E-009     0.14717659E-008    -0.37530842E-009    -0.70754468E-008
     0.54257926E+001    -0.61404182E-004     0.37193726E-007    -0.54312532E-009     0.12195501E-008     0.33588138E-008    -0.92257834E-008
     0.54333917E+001    -0.61159927E-004     0.35194196E-007    -0.12639720E-008     0.88673392E-009     0.13506946E-007    -0.51777469E-008
     0.54409908E+001    -0.60916491E-004     0.36469660E-007     0.63871406E-010     0.26302513E-009     0.15385696E-007     0.71499248E-008
     0.54485900E+001    -0.60670020E-004     0.41246264E-007    -0.59164616E-009     0.44088467E-010     0.44868482E-008     0.16013165E-007
     0.54561891E+001    -0.60414518E-004     0.50488494E-007    -0.37611940E-009     0.32249499E-009    -0.22546306E-008     0.11272698E-007
     0.54637883E+001    -0.60141564E-004     0.68158140E-007    -0.16208718E-008     0.35305278E-009    -0.17295555E-008     0.39194859E-008
     0.54713874E+001    -0.59837546E-004     0.10014530E-006    -0.70791925E-009    -0.41766039E-008     0.91387636E-008     0.19518886E-007
